"","SYMBOL","GENEID"
"4252","FAM171A2","ENSG00000161682"
"4253","CLEC18C","ENSG00000157335"
"4254","RBP5","ENSG00000139194"
"4255","ZNF541","ENSG00000118156"
"4256","CCND1","ENSG00000110092"
"4257","INSL4","ENSG00000120211"
"4258","ZNF441","ENSG00000197044"
"4259","CCDC85B","ENSG00000175602"
"4260","SC5D","ENSG00000109929"
"4261","CLEC18B","ENSG00000140839"
"4262","WDR5B","ENSG00000196981"
"4263","RTN4RL2","ENSG00000186907"
"4264","DDX3X","ENSG00000215301"
"4265","SLC5A11","ENSG00000158865"
"4266","JRK","ENSG00000234616"
"4267","ST7","ENSG00000004866"
"4268","GFOD2","ENSG00000141098"
"4269","PPL","ENSG00000118898"
"4270","STAT1","ENSG00000115415"
"4271","SIX4","ENSG00000100625"
"4272","DERL3","ENSG00000099958"
"4273","CRYL1","ENSG00000165475"
"4274","C9orf142","ENSG00000148362"
"4275","ASPM","ENSG00000066279"
"4276","UNC45B","ENSG00000141161"
"4277","UPK3B","ENSG00000243566"
"4278","DDR2","ENSG00000162733"
"4279","FAHD2B","ENSG00000144199"
"4280","PFN4","ENSG00000176732"
"4281","KCNJ10","ENSG00000177807"
"4282","COL6A3","ENSG00000163359"
"4283","NLRP9","ENSG00000185792"
"4284","CLDND2","ENSG00000160318"
"4285","HAGHL","ENSG00000103253"
"4286","SLC25A2","ENSG00000120329"
"4287","RAVER2","ENSG00000162437"
"4288","PTGER3","ENSG00000050628"
"4289","ARVCF","ENSG00000099889"
"4290","SLA","ENSG00000155926"
"4291","RILPL2","ENSG00000150977"
"4292","A1CF","ENSG00000148584"
"4293","CASQ1","ENSG00000143318"
"4294","TCFL5","ENSG00000101190"
"4295","LPO","ENSG00000167419"
"4296","KEL","ENSG00000197993"
"4297","ZDHHC20","ENSG00000180776"
"4298","TPPP","ENSG00000171368"
"4299","GDF11","ENSG00000135414"
"4300","THEM4","ENSG00000159445"
"4301","GALNT4","ENSG00000257594"
"4302","NOXA1","ENSG00000188747"
"4303","SKIDA1","ENSG00000180592"
"4304","ACKR1","ENSG00000213088"
"4305","KIAA0408","ENSG00000189367"
"4306","ZNF415","ENSG00000170954"
"4307","GPT2","ENSG00000166123"
"4308","FCN3","ENSG00000142748"
"4309","HERPUD1","ENSG00000051108"
"4310","RP13-487C10.1","ENSG00000215174"
"4311","ATP2B2","ENSG00000157087"
"4312","TTC30B","ENSG00000196659"
"4313","AGBL3","ENSG00000146856"
"4314","C9orf9","ENSG00000165698"
"4315","TGFBR1","ENSG00000106799"
"4316","DISP2","ENSG00000140323"
"4317","ARL2","ENSG00000213465"
"4318","NNAT","ENSG00000053438"
"4319","SCN11A","ENSG00000168356"
"4320","HORMAD1","ENSG00000143452"
"4321","ACCS","ENSG00000110455"
"4322","CA4","ENSG00000167434"
"4323","RGPD3","ENSG00000153165"
"4324","CPA4","ENSG00000128510"
"4325","TNFAIP8L1","ENSG00000185361"
"4326","AKR1D1","ENSG00000122787"
"4327","CTCFL","ENSG00000124092"
"4328","UMODL1","ENSG00000177398"
"4329","PPP1R1A","ENSG00000135447"
"4330","SIX5","ENSG00000177045"
"4331","EFNB1","ENSG00000090776"
"4332","ITPRIP","ENSG00000148841"
"4333","AMER1","ENSG00000184675"
"4334","FAM227A","ENSG00000184949"
"4335","CKAP2L","ENSG00000169607"
"4336","KHK","ENSG00000138030"
"4337","GDPD4","ENSG00000178795"
"4338","CFAP46","ENSG00000171811"
"4339","S100A16","ENSG00000188643"
"4340","DLGAP3","ENSG00000116544"
"4341","CPEB4","ENSG00000113742"
"4342","SCN1B","ENSG00000105711"
"4343","TRIM34","ENSG00000258659"
"4344","CDH22","ENSG00000149654"
"4345","TMPRSS11D","ENSG00000153802"
"4346","LINGO1","ENSG00000169783"
"4347","GALNT15","ENSG00000131386"
"4348","CNIH2","ENSG00000174871"
"4349","NPIPB11","ENSG00000254206"
"4350","CPO","ENSG00000144410"
"4351","F2RL1","ENSG00000164251"
"4352","ERVFRD-1","ENSG00000244476"
"4353","KBTBD8","ENSG00000163376"
"4354","RGS19","ENSG00000171700"
"4355","KIAA0319","ENSG00000137261"
"4356","TMEM180","ENSG00000138111"
"4357","LINC00087","ENSG00000196972"
"4358","SETSIP","ENSG00000230667"
"4359","SLC34A3","ENSG00000198569"
"4360","ZNF322","ENSG00000181315"
"4361","HERC5","ENSG00000138646"
"4362","PTPRO","ENSG00000151490"
"4363","DOCK3","ENSG00000088538"
"4364","RCN1","ENSG00000049449"
"4365","DNAH2","ENSG00000183914"
"4366","KCTD11","ENSG00000213859"
"4367","EMX1","ENSG00000135638"
"4368","STK17B","ENSG00000081320"
"4369","RNF122","ENSG00000133874"
"4370","SLBP","ENSG00000163950"
"4371","PEAR1","ENSG00000187800"
"4372","KIR3DL2","ENSG00000240403"
"4373","TSHR","ENSG00000165409"
"4374","CPS1","ENSG00000021826"
"4375","VWF","ENSG00000110799"
"4376","C16orf89","ENSG00000153446"
"4377","CHST15","ENSG00000182022"
"4378","OBSL1","ENSG00000124006"
"4379","STK31","ENSG00000196335"
"4380","SYCP2L","ENSG00000153157"
"4381","GBP7","ENSG00000213512"
"4382","CCBE1","ENSG00000183287"
"4383","CASP3","ENSG00000164305"
"4384","RXFP4","ENSG00000173080"
"4385","ATP7B","ENSG00000123191"
"4386","TIGD5","ENSG00000179886"
"4387","CHORDC1","ENSG00000110172"
"4388","ESRP2","ENSG00000103067"
"4389","NABP1","ENSG00000173559"
"4390","RPL39L","ENSG00000163923"
"4391","PLA1A","ENSG00000144837"
"4392","TCAF2","ENSG00000170379"
"4393","TXLNB","ENSG00000164440"
"4394","DIRAS3","ENSG00000162595"
"4395","IFT81","ENSG00000122970"
"4396","SIPA1","ENSG00000213445"
"4397","ZNF737","ENSG00000237440"
"4398","EHD3","ENSG00000013016"
"4399","C2orf66","ENSG00000187944"
"4400","SLC36A3","ENSG00000186334"
"4401","ASIC1","ENSG00000110881"
"4402","ATP10D","ENSG00000145246"
"4403","FLG2","ENSG00000143520"
"4404","CHST13","ENSG00000180767"
"4405","MTERF2","ENSG00000120832"
"4406","ANKRD45","ENSG00000183831"
"4407","ATP13A4","ENSG00000127249"
"4408","ABHD1","ENSG00000143994"
"4409","PYCARD","ENSG00000103490"
"4410","SLC35A2","ENSG00000102100"
"4411","TMC2","ENSG00000149488"
"4412","BCAR3","ENSG00000137936"
"4413","MCOLN3","ENSG00000055732"
"4414","KIF14","ENSG00000118193"
"4415","KCNK12","ENSG00000184261"
"4416","ZNF132","ENSG00000131849"
"4417","NOX3","ENSG00000074771"
"4418","SLC35G5","ENSG00000177710"
"4419","ST8SIA6","ENSG00000148488"
"4420","SLITRK6","ENSG00000184564"
"4421","USP17L2","ENSG00000223443"
"4422","ELF3","ENSG00000163435"
"4423","C1QL3","ENSG00000165985"
"4424","TMEM40","ENSG00000088726"
"4425","PDIA2","ENSG00000185615"
"4426","NHLH1","ENSG00000171786"
"4427","ALOX5AP","ENSG00000132965"
"4428","STXBP6","ENSG00000168952"
"4429","RARRES2","ENSG00000106538"
"4430","DHRS2","ENSG00000100867"
"4431","SGTB","ENSG00000197860"
"4432","BCAN","ENSG00000132692"
"4433","CDADC1","ENSG00000102543"
"4434","INSL6","ENSG00000120210"
"4435","AURKB","ENSG00000178999"
"4436","GUCY1B3","ENSG00000061918"
"4437","PAGE5","ENSG00000158639"
"4438","ANGPT4","ENSG00000101280"
"4439","PSEN2","ENSG00000143801"
"4440","ZSCAN4","ENSG00000180532"
"4441","UGDH","ENSG00000109814"
"4442","CCDC27","ENSG00000162592"
"4443","SLC35G6","ENSG00000259224"
"4444","FSCN3","ENSG00000106328"
"4445","TBC1D8B","ENSG00000133138"
"4446","SREBF1","ENSG00000072310"
"4447","LRRC4B","ENSG00000131409"
"4448","LINC00176","ENSG00000196421"
"4449","RNF135","ENSG00000181481"
"4450","IRGC","ENSG00000124449"
"4451","CFAP58","ENSG00000120051"
"4452","KCNJ1","ENSG00000151704"
"4453","ATOH7","ENSG00000179774"
"4454","GPR83","ENSG00000123901"
"4455","SEMA3C","ENSG00000075223"
"4456","C2orf91","ENSG00000205086"
"4457","CPNE6","ENSG00000100884"
"4458","HSD17B2","ENSG00000086696"
"4459","TUBA1A","ENSG00000167552"
"4460","KLRC3","ENSG00000205810"
"4461","INHBB","ENSG00000163083"
"4462","SNRNP25","ENSG00000161981"
"4463","TSKU","ENSG00000182704"
"4464","LRRC14B","ENSG00000185028"
"4465","P2RX6","ENSG00000099957"
"4466","SAP30","ENSG00000164105"
"4467","MRVI1","ENSG00000072952"
"4468","SEMA4B","ENSG00000185033"
"4469","GLYATL1","ENSG00000166840"
"4470","CCDC106","ENSG00000173581"
"4471","SPATA32","ENSG00000184361"
"4472","KRT2","ENSG00000172867"
"4473","CLSTN2","ENSG00000158258"
"4474","NEK2","ENSG00000117650"
"4475","LMO3","ENSG00000048540"
"4476","PXDN","ENSG00000130508"
"4477","C6orf201","ENSG00000185689"
"4478","SMC4","ENSG00000113810"
"4479","C9orf172","ENSG00000232434"
"4480","CXorf40A","ENSG00000197620"
"4481","ME1","ENSG00000065833"
"4482","CDH3","ENSG00000062038"
"4483","VGLL4","ENSG00000144560"
"4484","KLK3","ENSG00000142515"
"4485","ECHDC2","ENSG00000121310"
"4486","DDN","ENSG00000181418"
"4487","TRIM10","ENSG00000204613"
"4488","GOLGA8A","ENSG00000175265"
"4489","KCNMA1","ENSG00000156113"
"4490","CBR1","ENSG00000159228"
"4491","ZNF239","ENSG00000196793"
"4492","TSPAN10","ENSG00000182612"
"4493","LAT2","ENSG00000086730"
"4494","ERMN","ENSG00000136541"
"4495","PLD6","ENSG00000179598"
"4496","ABLIM3","ENSG00000173210"
"4497","AK5","ENSG00000154027"
"4498","FAM21A","ENSG00000099290"
"4499","OTP","ENSG00000171540"
"4500","TNRC6C","ENSG00000078687"
"4501","A2M","ENSG00000175899"
"4502","ACTL10","ENSG00000182584"
"4503","JAKMIP3","ENSG00000188385"
"4504","SNPH","ENSG00000101298"
"4505","LRRN2","ENSG00000170382"
"4506","FAM196B","ENSG00000204767"
"4507","TFF3","ENSG00000160180"
"4508","SPC24","ENSG00000161888"
"4509","KLHL9","ENSG00000198642"
"4510","C3orf58","ENSG00000181744"
"4511","C1orf146","ENSG00000203910"
"4512","KLHL23","ENSG00000213160"
"4513","XKR9","ENSG00000221947"
"4514","AUTS2","ENSG00000158321"
"4515","STRC","ENSG00000242866"
"4516","PCTP","ENSG00000141179"
"4517","CGN","ENSG00000143375"
"4518","PROM1","ENSG00000007062"
"4519","AC006547.14","ENSG00000234409"
"4520","RASL10A","ENSG00000100276"
"4521","PRR36","ENSG00000183248"
"4522","DKK3","ENSG00000050165"
"4523","KCNQ4","ENSG00000117013"
"4524","MCTP2","ENSG00000140563"
"4525","TINAGL1","ENSG00000142910"
"4526","HDAC11","ENSG00000163517"
"4527","TRAM1L1","ENSG00000174599"
"4528","KIAA1522","ENSG00000162522"
"4529","ZNF141","ENSG00000131127"
"4530","HEBP1","ENSG00000013583"
"4531","DPCR1","ENSG00000168631"
"4532","PTX3","ENSG00000163661"
"4533","CCR7","ENSG00000126353"
"4534","HSPA4L","ENSG00000164070"
"4535","C3orf20","ENSG00000131379"
"4536","ARG2","ENSG00000081181"
"4537","GDPD2","ENSG00000130055"
"4538","AIM1","ENSG00000112297"
"4539","CCL2","ENSG00000108691"
"4540","ZNF853","ENSG00000236609"
"4541","NTHL1","ENSG00000065057"
"4542","TRIP6","ENSG00000087077"
"4543","FAM124B","ENSG00000124019"
"4544","ADAM28","ENSG00000042980"
"4545","IGFBP6","ENSG00000167779"
"4546","SKAP1","ENSG00000141293"
"4547","HMCES","ENSG00000183624"
"4548","DMC1","ENSG00000100206"
"4549","PITPNM3","ENSG00000091622"
"4550","CLCN4","ENSG00000073464"
"4551","CALCB","ENSG00000175868"
"4552","LINC01314","ENSG00000259417"
"4553","ITGB4","ENSG00000132470"
"4554","ZFP36L2","ENSG00000152518"
"4555","PDE4DIP","ENSG00000178104"
"4556","OR2A1","ENSG00000221970"
"4557","PKDREJ","ENSG00000130943"
"4558","TSPAN15","ENSG00000099282"
"4559","DLG3","ENSG00000082458"
"4560","FGR","ENSG00000000938"
"4561","MCM10","ENSG00000065328"
"4562","PROC","ENSG00000115718"
"4563","CABYR","ENSG00000154040"
"4564","IL11","ENSG00000095752"
"4565","VWDE","ENSG00000146530"
"4566","TSC22D1","ENSG00000102804"
"4567","MANSC4","ENSG00000205693"
"4568","FAM170A","ENSG00000164334"
"4569","LEPR","ENSG00000116678"
"4570","SLC28A3","ENSG00000197506"
"4571","SMIM6","ENSG00000259120"
"4572","EPHB6","ENSG00000106123"
"4573","DPYSL4","ENSG00000151640"
"4574","TIPARP","ENSG00000163659"
"4575","RAB8B","ENSG00000166128"
"4576","AKAP3","ENSG00000111254"
"4577","PPP1R27","ENSG00000182676"
"4578","CCND2","ENSG00000118971"
"4579","SGTA","ENSG00000104969"
"4580","EXOC3L1","ENSG00000179044"
"4581","MRPL41","ENSG00000182154"
"4582","ANKRD18B","ENSG00000230453"
"4583","COL5A1","ENSG00000130635"
"4584","VSIG4","ENSG00000155659"
"4585","SIDT2","ENSG00000149577"
"4586","NHSL1","ENSG00000135540"
"4587","ALDH8A1","ENSG00000118514"
"4588","FAM212B","ENSG00000197852"
"4589","PRND","ENSG00000171864"
"4590","EMR3","ENSG00000131355"
"4591","USP36","ENSG00000055483"
"4592","B3GNT4","ENSG00000176383"
"4593","LZTS1","ENSG00000061337"
"4594","CHIT1","ENSG00000133063"
"4595","MYRIP","ENSG00000170011"
"4596","FAM89B","ENSG00000176973"
"4597","DENND1B","ENSG00000213047"
"4598","DEPDC1B","ENSG00000035499"
"4599","ALG10","ENSG00000139133"
"4600","ARHGAP31","ENSG00000031081"
"4601","TAS2R10","ENSG00000121318"
"4602","CXCR5","ENSG00000160683"
"4603","SEPT4","ENSG00000108387"
"4604","EFNA5","ENSG00000184349"
"4605","TIFA","ENSG00000145365"
"4606","ATHL1","ENSG00000142102"
"4607","STX2","ENSG00000111450"
"4608","GUCY1A3","ENSG00000164116"
"4609","TTYH1","ENSG00000167614"
"4610","NMNAT1","ENSG00000173614"
"4611","SCNN1B","ENSG00000168447"
"4612","GAB2","ENSG00000033327"
"4613","KDELC1","ENSG00000134901"
"4614","SLC2A9","ENSG00000109667"
"4615","ARMCX4","ENSG00000196440"
"4616","THEM6","ENSG00000130193"
"4617","ALDH1A3","ENSG00000184254"
"4618","C9orf64","ENSG00000165118"
"4619","IFNA2","ENSG00000188379"
"4620","PBLD","ENSG00000108187"
"4621","NOTUM","ENSG00000185269"
"4622","CTAGE8","ENSG00000244693"
"4623","FAM53C","ENSG00000120709"
"4624","RND2","ENSG00000108830"
"4625","STARD9","ENSG00000159433"
"4626","OLFML1","ENSG00000183801"
"4627","SNAI3","ENSG00000185669"
"4628","PRDM6","ENSG00000061455"
"4629","ZNF792","ENSG00000180884"
"4630","BTBD8","ENSG00000189195"
"4631","ATP6V0E2","ENSG00000171130"
"4632","SIM2","ENSG00000159263"
"4633","STON2","ENSG00000140022"
"4634","KIR2DL4","ENSG00000189013"
"4635","CLSPN","ENSG00000092853"
"4636","CDC45","ENSG00000093009"
"4637","FKBP1C","ENSG00000198225"
"4638","CCDC102B","ENSG00000150636"
"4639","PFKFB4","ENSG00000114268"
"4640","BAIAP2L1","ENSG00000006453"
"4641","DNPH1","ENSG00000112667"
"4642","LTBP3","ENSG00000168056"
"4643","TMPRSS6","ENSG00000187045"
"4644","RAB11FIP1","ENSG00000156675"
"4645","PPP1R18","ENSG00000146112"
"4646","PRDM7","ENSG00000126856"
"4647","SIRT4","ENSG00000089163"
"4648","PTPN18","ENSG00000072135"
"4649","CASK","ENSG00000147044"
"4650","CHST7","ENSG00000147119"
"4651","ABLIM1","ENSG00000099204"
"4652","BUB1","ENSG00000169679"
"4653","SAT1","ENSG00000130066"
"4654","PDCD1LG2","ENSG00000197646"
"4655","TEKT3","ENSG00000125409"
"4656","TMEM37","ENSG00000171227"
"4657","TNNI2","ENSG00000130598"
"4658","SLC10A6","ENSG00000145283"
"4659","EPHB3","ENSG00000182580"
"4660","LPAR5","ENSG00000184574"
"4661","MYO16","ENSG00000041515"
"4662","BIRC3","ENSG00000023445"
"4663","ENPP6","ENSG00000164303"
"4664","RGS3","ENSG00000138835"
"4665","FAM109B","ENSG00000177096"
"4666","AMDHD2","ENSG00000162066"
"4667","TMEM175","ENSG00000127419"
"4668","ACSM3","ENSG00000005187"
"4669","DIAPH3","ENSG00000139734"
"4670","MSLNL","ENSG00000162006"
"4671","STPG2","ENSG00000163116"
"4672","ALPK3","ENSG00000136383"
"4673","ADAM8","ENSG00000151651"
"4674","SLC26A5","ENSG00000170615"
"4675","PRTN3","ENSG00000196415"
"4676","KLHL25","ENSG00000183655"
"4677","NTN3","ENSG00000162068"
"4678","FXYD1","ENSG00000266964"
"4679","GLP1R","ENSG00000112164"
"4680","GPR124","ENSG00000020181"
"4681","MCC","ENSG00000171444"
"4682","SPIRE2","ENSG00000204991"
"4683","MBLAC2","ENSG00000176055"
"4684","CCIN","ENSG00000185972"
"4685","TRPV6","ENSG00000165125"
"4686","CRABP2","ENSG00000143320"
"4687","CDK5R2","ENSG00000171450"
"4688","SLC46A2","ENSG00000119457"
"4689","ZC3H12A","ENSG00000163874"
"4690","GPC5","ENSG00000179399"
"4691","APOBEC3G","ENSG00000239713"
"4692","CACNB4","ENSG00000182389"
"4693","KRTAP5-10","ENSG00000204572"
"4694","PRSS46","ENSG00000261603"
"4695","CERS3","ENSG00000154227"
"4696","TNNC1","ENSG00000114854"
"4697","SLC16A8","ENSG00000100156"
"4698","ANKK1","ENSG00000170209"
"4699","SLC16A7","ENSG00000118596"
"4700","ESR2","ENSG00000140009"
"4701","KHDC1","ENSG00000135314"
"4702","HTR7","ENSG00000148680"
"4703","HES7","ENSG00000179111"
"4704","SLC4A9","ENSG00000113073"
"4705","KCNN1","ENSG00000105642"
"4706","GNRH2","ENSG00000125787"
"4707","SLC47A2","ENSG00000180638"
"4708","RBMXL2","ENSG00000170748"
"4709","PVRL4","ENSG00000143217"
"4710","MET","ENSG00000105976"
"4711","TMEM27","ENSG00000147003"
"4712","P2RX2","ENSG00000187848"
"4713","DSC1","ENSG00000134765"
"4714","DIRC2","ENSG00000138463"
"4715","C1S","ENSG00000182326"
"4716","GSG2","ENSG00000177602"
"4717","ZNF559","ENSG00000188321"
"4718","KIF3C","ENSG00000084731"
"4719","MANEAL","ENSG00000185090"
"4720","ANXA2","ENSG00000182718"
"4721","GNA13","ENSG00000120063"
"4722","CSPG4","ENSG00000173546"
"4723","ADAMTS3","ENSG00000156140"
"4724","GLIPR1","ENSG00000139278"
"4725","TF","ENSG00000091513"
"4726","ETF1","ENSG00000120705"
"4727","ATP6AP1L","ENSG00000205464"
"4728","ANKRD35","ENSG00000198483"
"4729","CASKIN1","ENSG00000167971"
"4730","ST14","ENSG00000149418"
"4731","TUBA3D","ENSG00000075886"
"4732","SUMO4","ENSG00000177688"
"4733","SRGAP3","ENSG00000196220"
"4734","SLC38A4","ENSG00000139209"
"4735","TGM3","ENSG00000125780"
"4736","ADCY6","ENSG00000174233"
"4737","ZNF33B","ENSG00000196693"
"4738","ATP2A1","ENSG00000196296"
"4739","ZFP64","ENSG00000020256"
"4740","HSDL2","ENSG00000119471"
"4741","SDC1","ENSG00000115884"
"4742","FOXF1","ENSG00000103241"
"4743","SYNDIG1L","ENSG00000183379"
"4744","C20orf96","ENSG00000196476"
"4745","LRRC43","ENSG00000158113"
"4746","TRIM17","ENSG00000162931"
"4747","LRP11","ENSG00000120256"
"4748","IL27RA","ENSG00000104998"
"4749","TJP3","ENSG00000105289"
"4750","ANGPTL6","ENSG00000130812"
"4751","NEBL","ENSG00000078114"
"4752","ESPL1","ENSG00000135476"
"4753","SEPN1","ENSG00000162430"
"4754","TAS2R8","ENSG00000121314"
"4755","RAB25","ENSG00000132698"
"4756","CSTB","ENSG00000160213"
"4757","CD5","ENSG00000110448"
"4758","GBP6","ENSG00000183347"
"4759","SYT8","ENSG00000149043"
"4760","THTPA","ENSG00000259431"
"4761","DNAJC25","ENSG00000059769"
"4762","HMGCS1","ENSG00000112972"
"4763","GZF1","ENSG00000125812"
"4764","FLRT1","ENSG00000126500"
"4765","DYRK4","ENSG00000010219"
"4766","GATA2","ENSG00000179348"
"4767","DNASE1","ENSG00000213918"
"4768","CYP4F12","ENSG00000186204"
"4769","CST6","ENSG00000175315"
"4770","CDHR4","ENSG00000187492"
"4771","PODXL","ENSG00000128567"
"4772","ZNF705A","ENSG00000196946"
"4773","NEK6","ENSG00000119408"
"4774","KIF16B","ENSG00000089177"
"4775","ANO7","ENSG00000146205"
"4776","GLI1","ENSG00000111087"
"4777","GPRC5B","ENSG00000167191"
"4778","LDLRAP1","ENSG00000157978"
"4779","RAI1","ENSG00000108557"
"4780","GGT1","ENSG00000100031"
"4781","ARHGEF26","ENSG00000114790"
"4782","GPR4","ENSG00000177464"
"4783","SHROOM1","ENSG00000164403"
"4784","CIB2","ENSG00000136425"
"4785","SPNS2","ENSG00000183018"
"4786","PXT1","ENSG00000179165"
"4787","SAPCD2","ENSG00000186193"
"4788","ZNF311","ENSG00000197935"
"4789","DRAXIN","ENSG00000162490"
"4790","KLHL17","ENSG00000187961"
"4791","COL12A1","ENSG00000111799"
"4792","SBSN","ENSG00000189001"
"4793","CYP4V2","ENSG00000145476"
"4794","DUOXA1","ENSG00000140254"
"4795","AGAP3","ENSG00000133612"
"4796","GIMAP1","ENSG00000213203"
"4797","ITGB3","ENSG00000259207"
"4798","PMAIP1","ENSG00000141682"
"4799","ELAVL3","ENSG00000196361"
"4800","FZD4","ENSG00000174804"
"4801","IL31RA","ENSG00000164509"
"4802","BIN2","ENSG00000110934"
"4803","CXCL12","ENSG00000107562"
"4804","SPEF1","ENSG00000101222"
"4805","SDR42E2","ENSG00000183921"
"4806","C9orf47","ENSG00000186354"
"4807","AGTRAP","ENSG00000177674"
"4808","TP53INP1","ENSG00000164938"
"4809","ATG101","ENSG00000123395"
"4810","PRR19","ENSG00000188368"
"4811","NPIPB6","ENSG00000198156"
"4812","TTC8","ENSG00000165533"
"4813","DSG2","ENSG00000046604"
"4814","NMT2","ENSG00000152465"
"4815","LINC00371","ENSG00000226792"
"4816","ACSM6","ENSG00000173124"
"4817","TMEM59L","ENSG00000105696"
"4818","SRGAP1","ENSG00000196935"
"4819","PPP1R14B","ENSG00000173457"
"4820","TP53I3","ENSG00000115129"
"4821","GALNTL6","ENSG00000174473"
"4822","ATP6V1G3","ENSG00000151418"
"4823","AFMID","ENSG00000183077"
"4824","HSPA12B","ENSG00000132622"
"4825","CYP27B1","ENSG00000111012"
"4826","LOH12CR1","ENSG00000165714"
"4827","ZNF286B","ENSG00000249459"
"4828","EN2","ENSG00000164778"
"4829","TIAM2","ENSG00000146426"
"4830","C6orf229","ENSG00000260286"
"4831","RAP1GAP2","ENSG00000132359"
"4832","ABRA","ENSG00000174429"
"4833","PLA2G4B","ENSG00000243708"
"4834","APOL6","ENSG00000221963"
"4835","CENPW","ENSG00000203760"
"4836","SESN1","ENSG00000080546"
"4837","EFEMP2","ENSG00000172638"
"4838","SLC20A1","ENSG00000144136"
"4839","CHD1","ENSG00000153922"
"4840","AGMAT","ENSG00000116771"
"4841","STX1A","ENSG00000106089"
"4842","RAB33A","ENSG00000134594"
"4843","RAPSN","ENSG00000165917"
"4844","NEB","ENSG00000183091"
"4845","SLX1B","ENSG00000181625"
"4846","TMEM253","ENSG00000232070"
"4847","SEMA3B","ENSG00000012171"
"4848","LAMP5","ENSG00000125869"
"4849","GLIPR2","ENSG00000122694"
"4850","CLCN5","ENSG00000171365"
"4851","TPBGL","ENSG00000261594"
"4852","ANGPTL3","ENSG00000132855"
"4853","LY6G6F","ENSG00000204424"
"4854","COMTD1","ENSG00000165644"
"4855","FAM173A","ENSG00000103254"
"4856","SCIMP","ENSG00000161929"
"4857","ODF3B","ENSG00000177989"
"4858","TPBG","ENSG00000146242"
"4859","SEMA3G","ENSG00000010319"
"4860","TCP11","ENSG00000124678"
"4861","FBXL14","ENSG00000171823"
"4862","PLEKHH2","ENSG00000152527"
"4863","ZNF460","ENSG00000197714"
"4864","LITAF","ENSG00000189067"
"4865","ARHGEF28","ENSG00000214944"
"4866","CA12","ENSG00000074410"
"4867","LCK","ENSG00000182866"
"4868","LMOD1","ENSG00000163431"
"4869","CATSPERG","ENSG00000099338"
"4870","ZNF780B","ENSG00000128000"
"4871","TMEM220","ENSG00000187824"
"4872","ARMC9","ENSG00000135931"
"4873","ARL10","ENSG00000175414"
"4874","GPR18","ENSG00000125245"
"4875","ZNF793","ENSG00000188227"
"4876","METTL7A","ENSG00000185432"
"4877","INSIG2","ENSG00000125629"
"4878","HPN","ENSG00000105707"
"4879","SEC16B","ENSG00000120341"
"4880","MTRNR2L8","ENSG00000255823"
"4881","TTC39A","ENSG00000085831"
"4882","CCDC96","ENSG00000173013"
"4883","METTL1","ENSG00000037897"
"4884","FHL3","ENSG00000183386"
"4885","CATIP","ENSG00000158428"
"4886","ASAH2","ENSG00000188611"
"4887","CD180","ENSG00000134061"
"4888","ALDH5A1","ENSG00000112294"
"4889","LRRC63","ENSG00000173988"
"4890","PLCXD3","ENSG00000182836"
"4891","ACSM5","ENSG00000183549"
"4892","NUDT6","ENSG00000170917"
"4893","PPFIA4","ENSG00000143847"
"4894","LY6K","ENSG00000160886"
"4895","ZSCAN10","ENSG00000130182"
"4896","CDC20","ENSG00000117399"
"4897","CCDC39","ENSG00000145075"
"4898","SYT4","ENSG00000132872"
"4899","FDXR","ENSG00000161513"
"4900","KCNAB1","ENSG00000169282"
"4901","ZNF232","ENSG00000167840"
"4902","EPN3","ENSG00000049283"
"4903","ST8SIA1","ENSG00000111728"
"4904","NBEAL1","ENSG00000144426"
"4905","KMO","ENSG00000117009"
"4906","ZNF699","ENSG00000196110"
"4907","FCRLB","ENSG00000162746"
"4908","C17orf80","ENSG00000141219"
"4909","KIF6","ENSG00000164627"
"4910","DLC1","ENSG00000164741"
"4911","ITGAL","ENSG00000005844"
"4912","NPC1L1","ENSG00000015520"
"4913","DBH","ENSG00000123454"
"4914","HIGD2B","ENSG00000175202"
"4915","CNNM1","ENSG00000119946"
"4916","TRPM1","ENSG00000134160"
"4917","CSF2RB","ENSG00000100368"
"4918","ZFHX4","ENSG00000091656"
"4919","BAALC","ENSG00000164929"
"4920","PAX6","ENSG00000007372"
"4921","DRD2","ENSG00000149295"
"4922","DBP","ENSG00000105516"
"4923","TTC38","ENSG00000075234"
"4924","AAK1","ENSG00000115977"
"4925","MARCH1","ENSG00000145416"
"4926","PHACTR2","ENSG00000112419"
"4927","ALDH1L2","ENSG00000136010"
"4928","MEDAG","ENSG00000102802"
"4929","CSRP2","ENSG00000175183"
"4930","MC1R","ENSG00000258839"
"4931","CLEC2D","ENSG00000069493"
"4932","KIAA1614","ENSG00000135835"
"4933","DNAH5","ENSG00000039139"
"4934","SH3BP2","ENSG00000087266"
"4935","PCNA","ENSG00000132646"
"4936","DCAF4L1","ENSG00000182308"
"4937","GDF9","ENSG00000164404"
"4938","PRDM8","ENSG00000152784"
"4939","ERV3-1","ENSG00000213462"
"4940","FAM153C","ENSG00000204677"
"4941","EPHX4","ENSG00000172031"
"4942","GSE1","ENSG00000131149"
"4943","NLN","ENSG00000123213"
"4944","C4A","ENSG00000244731"
"4945","ZNF284","ENSG00000186026"
"4946","SUSD1","ENSG00000106868"
"4947","CD55","ENSG00000196352"
"4948","LRRTM2","ENSG00000146006"
"4949","ENKUR","ENSG00000151023"
"4950","VWA3B","ENSG00000168658"
