"","SYMBOL","GENEID"
"2154","MFSD2A","ENSG00000168389"
"2155","PCDHGA1","ENSG00000204956"
"2156","HILPDA","ENSG00000135245"
"2157","GOLGA6L9","ENSG00000197978"
"2158","ZNF185","ENSG00000147394"
"2159","COLEC11","ENSG00000118004"
"2160","DYNC2H1","ENSG00000187240"
"2161","LGALS9B","ENSG00000170298"
"2162","BRSK1","ENSG00000160469"
"2163","ZNF219","ENSG00000165804"
"2164","PRLR","ENSG00000113494"
"2165","TDRD12","ENSG00000173809"
"2166","TKTL1","ENSG00000007350"
"2167","RAB37","ENSG00000172794"
"2168","MAP1LC3A","ENSG00000101460"
"2169","RASSF4","ENSG00000107551"
"2170","PSORS1C1","ENSG00000204540"
"2171","HLA-G","ENSG00000204632"
"2172","RSPO4","ENSG00000101282"
"2173","PODXL2","ENSG00000114631"
"2174","DGCR6","ENSG00000183628"
"2175","KIF7","ENSG00000166813"
"2176","HNMT","ENSG00000150540"
"2177","C12orf74","ENSG00000214215"
"2178","DFNB31","ENSG00000095397"
"2179","KIF23","ENSG00000137807"
"2180","LRFN5","ENSG00000165379"
"2181","SEMA6C","ENSG00000143434"
"2182","FERMT2","ENSG00000073712"
"2183","LY9","ENSG00000122224"
"2184","HES6","ENSG00000144485"
"2185","LINC00086","ENSG00000178947"
"2186","CARD9","ENSG00000187796"
"2187","POU4F1","ENSG00000152192"
"2188","ADAM9","ENSG00000168615"
"2189","TMEM151B","ENSG00000178233"
"2190","TREML1","ENSG00000161911"
"2191","FAM189A1","ENSG00000104059"
"2192","TMOD2","ENSG00000128872"
"2193","LRRC6","ENSG00000129295"
"2194","COPZ2","ENSG00000005243"
"2195","PCSK1N","ENSG00000102109"
"2196","SERPINI2","ENSG00000114204"
"2197","ILDR1","ENSG00000145103"
"2198","SOBP","ENSG00000112320"
"2199","APBB2","ENSG00000163697"
"2200","GCSAML","ENSG00000169224"
"2201","SULT1B1","ENSG00000173597"
"2202","ELL2","ENSG00000118985"
"2203","ACOXL","ENSG00000153093"
"2204","ZNF483","ENSG00000173258"
"2205","ASGR1","ENSG00000141505"
"2206","TNFSF14","ENSG00000125735"
"2207","SLC4A4","ENSG00000080493"
"2208","ACSL6","ENSG00000164398"
"2209","RNF165","ENSG00000141622"
"2210","UBE2QL1","ENSG00000215218"
"2211","TXNDC5","ENSG00000239264"
"2212","HIST3H2BB","ENSG00000196890"
"2213","SIGLEC1","ENSG00000088827"
"2214","C17orf107","ENSG00000205710"
"2215","STEAP1B","ENSG00000105889"
"2216","CEACAM1","ENSG00000079385"
"2217","ABCC8","ENSG00000006071"
"2218","HLA-DRB5","ENSG00000198502"
"2219","CXCR1","ENSG00000163464"
"2220","NAALADL1","ENSG00000168060"
"2221","RRP12","ENSG00000052749"
"2222","SSC5D","ENSG00000179954"
"2223","HIST1H1C","ENSG00000187837"
"2224","CDKN2B","ENSG00000147883"
"2225","HSPE1","ENSG00000115541"
"2226","FAM57A","ENSG00000167695"
"2227","NPHP1","ENSG00000144061"
"2228","RGN","ENSG00000130988"
"2229","SPRYD7","ENSG00000123178"
"2230","MUC1","ENSG00000185499"
"2231","SLFN5","ENSG00000166750"
"2232","NCAPH","ENSG00000121152"
"2233","DLL3","ENSG00000090932"
"2234","GJB6","ENSG00000121742"
"2235","ELOVL6","ENSG00000170522"
"2236","C1orf61","ENSG00000125462"
"2237","PTPRR","ENSG00000153233"
"2238","CTF1","ENSG00000150281"
"2239","FCER1A","ENSG00000179639"
"2240","C19orf26","ENSG00000099625"
"2241","TMEM2","ENSG00000135048"
"2242","FAM179A","ENSG00000189350"
"2243","PTAFR","ENSG00000169403"
"2244","GNG11","ENSG00000127920"
"2245","C5orf63","ENSG00000164241"
"2246","NME4","ENSG00000103202"
"2247","PNP","ENSG00000198805"
"2248","FAXDC2","ENSG00000170271"
"2249","ZC3HAV1L","ENSG00000146858"
"2250","CCDC85C","ENSG00000205476"
"2251","PVRL2","ENSG00000130202"
"2252","BPI","ENSG00000101425"
"2253","OCA2","ENSG00000104044"
"2254","WDR63","ENSG00000162643"
"2255","GFPT2","ENSG00000131459"
"2256","KCNH3","ENSG00000135519"
"2257","AKAP5","ENSG00000179841"
"2258","ABCG2","ENSG00000118777"
"2259","ADA","ENSG00000196839"
"2260","C12orf75","ENSG00000235162"
"2261","NAV3","ENSG00000067798"
"2262","PERP","ENSG00000112378"
"2263","F12","ENSG00000131187"
"2264","APOBEC3B","ENSG00000179750"
"2265","SERPING1","ENSG00000149131"
"2266","GRIK2","ENSG00000164418"
"2267","VWA7","ENSG00000204396"
"2268","TRIM47","ENSG00000132481"
"2269","CORO2A","ENSG00000106789"
"2270","SFRP2","ENSG00000145423"
"2271","ANO10","ENSG00000160746"
"2272","TNFAIP6","ENSG00000123610"
"2273","ASTL","ENSG00000188886"
"2274","C4BPB","ENSG00000123843"
"2275","ZSCAN1","ENSG00000152467"
"2276","GATA6","ENSG00000141448"
"2277","POU3F3","ENSG00000198914"
"2278","LZTS3","ENSG00000088899"
"2279","OPTC","ENSG00000188770"
"2280","NBL1","ENSG00000158747"
"2281","GPR63","ENSG00000112218"
"2282","PCSK4","ENSG00000115257"
"2283","TIMP1","ENSG00000102265"
"2284","LRRC20","ENSG00000172731"
"2285","BTBD16","ENSG00000138152"
"2286","SEMA6B","ENSG00000167680"
"2287","ESAM","ENSG00000149564"
"2288","ALOXE3","ENSG00000179148"
"2289","ALB","ENSG00000163631"
"2290","WLS","ENSG00000116729"
"2291","IGF2BP2","ENSG00000073792"
"2292","PLAU","ENSG00000122861"
"2293","NUDT11","ENSG00000196368"
"2294","CFAP20","ENSG00000070761"
"2295","AHRR","ENSG00000063438"
"2296","SOX5","ENSG00000134532"
"2297","KCNJ15","ENSG00000157551"
"2298","C5AR1","ENSG00000197405"
"2299","SFTPD","ENSG00000133661"
"2300","CCDC149","ENSG00000181982"
"2301","BMPR1A","ENSG00000107779"
"2302","DCBLD2","ENSG00000057019"
"2303","BTBD3","ENSG00000132640"
"2304","TP53INP2","ENSG00000078804"
"2305","IER3","ENSG00000137331"
"2306","FSTL3","ENSG00000070404"
"2307","F3","ENSG00000117525"
"2308","IL1R1","ENSG00000115594"
"2309","CYP21A2","ENSG00000231852"
"2310","LILRB4","ENSG00000186818"
"2311","CPLX1","ENSG00000168993"
"2312","TTC7B","ENSG00000165914"
"2313","ARMCX5","ENSG00000125962"
"2314","SETDB2","ENSG00000136169"
"2315","RAI14","ENSG00000039560"
"2316","SIGLEC11","ENSG00000161640"
"2317","LIMS2","ENSG00000072163"
"2318","SLC7A11","ENSG00000151012"
"2319","TCL1B","ENSG00000213231"
"2320","LAMP3","ENSG00000078081"
"2321","SYTL3","ENSG00000164674"
"2322","SPIN3","ENSG00000204271"
"2323","S100Z","ENSG00000171643"
"2324","RTKN2","ENSG00000182010"
"2325","ANKRD13B","ENSG00000198720"
"2326","TNFRSF17","ENSG00000048462"
"2327","ZG16B","ENSG00000162078"
"2328","CGNL1","ENSG00000128849"
"2329","S100A11","ENSG00000163191"
"2330","SEC14L5","ENSG00000103184"
"2331","FOLR3","ENSG00000110203"
"2332","NCR3","ENSG00000204475"
"2333","ADTRP","ENSG00000111863"
"2334","AC104809.3","ENSG00000226321"
"2335","C16orf74","ENSG00000154102"
"2336","PRUNE2","ENSG00000106772"
"2337","FEZ1","ENSG00000149557"
"2338","SIGLEC7","ENSG00000168995"
"2339","GFRA2","ENSG00000168546"
"2340","CCDC50","ENSG00000152492"
"2341","TSHZ3","ENSG00000121297"
"2342","SELP","ENSG00000174175"
"2343","PDIA5","ENSG00000065485"
"2344","CAB39L","ENSG00000102547"
"2345","NUAK1","ENSG00000074590"
"2346","MREG","ENSG00000118242"
"2347","GPR84","ENSG00000139572"
"2348","FOXO6","ENSG00000204060"
"2349","CCDC122","ENSG00000151773"
"2350","KIAA0040","ENSG00000235750"
"2351","SAMHD1","ENSG00000101347"
"2352","SESN2","ENSG00000130766"
"2353","LRG1","ENSG00000171236"
"2354","ALDH3B1","ENSG00000006534"
"2355","CBLN3","ENSG00000139899"
"2356","PVRL3","ENSG00000177707"
"2357","TES","ENSG00000135269"
"2358","ETV7","ENSG00000010030"
"2359","RASIP1","ENSG00000105538"
"2360","NAT8L","ENSG00000185818"
"2361","CCDC40","ENSG00000141519"
"2362","RETN","ENSG00000104918"
"2363","COLGALT2","ENSG00000198756"
"2364","FAM78B","ENSG00000188859"
"2365","KLF5","ENSG00000102554"
"2366","TMEM30B","ENSG00000182107"
"2367","ATP1A3","ENSG00000105409"
"2368","KRTDAP","ENSG00000188508"
"2369","CADM3","ENSG00000162706"
"2370","EPAS1","ENSG00000116016"
"2371","DUSP19","ENSG00000162999"
"2372","BFSP2","ENSG00000170819"
"2373","MYEOV","ENSG00000172927"
"2374","LRCOL1","ENSG00000204583"
"2375","MYL2","ENSG00000111245"
"2376","NPM2","ENSG00000158806"
"2377","PIWIL4","ENSG00000134627"
"2378","MND1","ENSG00000121211"
"2379","STEAP4","ENSG00000127954"
"2380","ZNF385C","ENSG00000187595"
"2381","KCNE3","ENSG00000175538"
"2382","RUNX2","ENSG00000124813"
"2383","BIVM","ENSG00000134897"
"2384","TLDC2","ENSG00000101342"
"2385","ACTRT3","ENSG00000184378"
"2386","CRIP1","ENSG00000213145"
"2387","WWC2","ENSG00000151718"
"2388","PPAPDC1B","ENSG00000147535"
"2389","PTGIS","ENSG00000124212"
"2390","CDRT15","ENSG00000223510"
"2391","FBXL16","ENSG00000127585"
"2392","S100A14","ENSG00000189334"
"2393","ANKRD53","ENSG00000144031"
"2394","GRIA3","ENSG00000125675"
"2395","TMEM229B","ENSG00000198133"
"2396","SLC19A2","ENSG00000117479"
"2397","KIRREL2","ENSG00000126259"
"2398","SHISA8","ENSG00000234965"
"2399","EPHA10","ENSG00000183317"
"2400","RGS9","ENSG00000108370"
"2401","KCNA2","ENSG00000177301"
"2402","DGAT2","ENSG00000062282"
"2403","SLC16A11","ENSG00000174326"
"2404","ZNF534","ENSG00000198633"
"2405","ACVR2B","ENSG00000114739"
"2406","ELK3","ENSG00000111145"
"2407","CEBPE","ENSG00000092067"
"2408","TAGLN","ENSG00000149591"
"2409","CDKN1C","ENSG00000129757"
"2410","NFKBIA","ENSG00000100906"
"2411","H3F3C","ENSG00000188375"
"2412","OAS3","ENSG00000111331"
"2413","CUEDC1","ENSG00000180891"
"2414","EFCAB9","ENSG00000214360"
"2415","COL9A3","ENSG00000092758"
"2416","PHLDA3","ENSG00000174307"
"2417","ARNT2","ENSG00000172379"
"2418","NR1I2","ENSG00000144852"
"2419","C7orf72","ENSG00000164500"
"2420","HIVEP3","ENSG00000127124"
"2421","KIAA1407","ENSG00000163617"
"2422","FRMD6","ENSG00000139926"
"2423","GALNT6","ENSG00000139629"
"2424","ASCL2","ENSG00000183734"
"2425","CD226","ENSG00000150637"
"2426","OPHN1","ENSG00000079482"
"2427","TNIP3","ENSG00000050730"
"2428","FGF22","ENSG00000070388"
"2429","KCNRG","ENSG00000198553"
"2430","ARAP3","ENSG00000120318"
"2431","INA","ENSG00000148798"
"2432","TNFSF9","ENSG00000125657"
"2433","PLEKHN1","ENSG00000187583"
"2434","CILP2","ENSG00000160161"
"2435","CACNA1A","ENSG00000141837"
"2436","KREMEN2","ENSG00000131650"
"2437","NUCB2","ENSG00000070081"
"2438","MAMLD1","ENSG00000013619"
"2439","C20orf195","ENSG00000125531"
"2440","FKBP5","ENSG00000096060"
"2441","SPTBN4","ENSG00000160460"
"2442","CLIC2","ENSG00000155962"
"2443","PDE8A","ENSG00000073417"
"2444","PPM1H","ENSG00000111110"
"2445","ASRGL1","ENSG00000162174"
"2446","AK4","ENSG00000162433"
"2447","HTR3A","ENSG00000166736"
"2448","CCNI2","ENSG00000205089"
"2449","HRH2","ENSG00000113749"
"2450","CAND2","ENSG00000144712"
"2451","HIST2H2AB","ENSG00000184270"
"2452","HMGB3","ENSG00000029993"
"2453","ATP8B4","ENSG00000104043"
"2454","ICA1","ENSG00000003147"
"2455","MT1F","ENSG00000198417"
"2456","TSPAN18","ENSG00000157570"
"2457","SALL2","ENSG00000165821"
"2458","CAMSAP3","ENSG00000076826"
"2459","SMIM24","ENSG00000095932"
"2460","SH3D21","ENSG00000214193"
"2461","ENDOU","ENSG00000111405"
"2462","FXYD2","ENSG00000137731"
"2463","FAM20A","ENSG00000108950"
"2464","RRM2","ENSG00000171848"
"2465","FOXD2","ENSG00000186564"
"2466","OLR1","ENSG00000173391"
"2467","GPRASP2","ENSG00000158301"
"2468","NRG3","ENSG00000185737"
"2469","MFI2","ENSG00000163975"
"2470","TUBB4B","ENSG00000188229"
"2471","MGP","ENSG00000111341"
"2472","MXRA8","ENSG00000162576"
"2473","TMEM155","ENSG00000164112"
"2474","PPAPDC1A","ENSG00000203805"
"2475","SEMA7A","ENSG00000138623"
"2476","NGEF","ENSG00000066248"
"2477","TLL2","ENSG00000095587"
"2478","ZNF214","ENSG00000149050"
"2479","GOLGA7B","ENSG00000155265"
"2480","ZFR2","ENSG00000105278"
"2481","CXCR6","ENSG00000172215"
"2482","MEST","ENSG00000106484"
"2483","CA6","ENSG00000131686"
"2484","KLF15","ENSG00000163884"
"2485","ZNF577","ENSG00000161551"
"2486","GSPT2","ENSG00000189369"
"2487","SERPINF1","ENSG00000132386"
"2488","DLGAP1","ENSG00000170579"
"2489","GAL3ST2","ENSG00000154252"
"2490","TSPO2","ENSG00000112212"
"2491","PIM3","ENSG00000198355"
"2492","TMEM88","ENSG00000167874"
"2493","ARHGEF25","ENSG00000240771"
"2494","HECW1","ENSG00000002746"
"2495","MECOM","ENSG00000085276"
"2496","TDRD6","ENSG00000180113"
"2497","KIF21A","ENSG00000139116"
"2498","HSPB7","ENSG00000173641"
"2499","CERCAM","ENSG00000167123"
"2500","TEDDM1","ENSG00000203730"
"2501","P2RY2","ENSG00000175591"
"2502","C19orf80","ENSG00000130173"
"2503","CDC42EP4","ENSG00000179604"
"2504","TAS2R43","ENSG00000255374"
"2505","RAB6C","ENSG00000222014"
"2506","GPR174","ENSG00000147138"
"2507","C1orf162","ENSG00000143110"
"2508","SLC25A23","ENSG00000125648"
"2509","CACNB3","ENSG00000167535"
"2510","OLFM1","ENSG00000130558"
"2511","PAGE2","ENSG00000234068"
"2512","STK39","ENSG00000198648"
"2513","GRAMD4","ENSG00000075240"
"2514","SLC45A3","ENSG00000158715"
"2515","PTGER4","ENSG00000171522"
"2516","HAVCR1","ENSG00000113249"
"2517","ACN9","ENSG00000196636"
"2518","VGF","ENSG00000128564"
"2519","P3H4","ENSG00000141696"
"2520","TAL1","ENSG00000162367"
"2521","ENO2","ENSG00000111674"
"2522","RSPH14","ENSG00000100218"
"2523","APOBR","ENSG00000184730"
"2524","GPR27","ENSG00000170837"
"2525","PHLDB1","ENSG00000019144"
"2526","NEIL1","ENSG00000140398"
"2527","SYAP1","ENSG00000169895"
"2528","CAPN13","ENSG00000162949"
"2529","MUC4","ENSG00000145113"
"2530","SPHK1","ENSG00000176170"
"2531","SLC16A6","ENSG00000108932"
"2532","AIM2","ENSG00000163568"
"2533","CALD1","ENSG00000122786"
"2534","MUC6","ENSG00000184956"
"2535","LACC1","ENSG00000179630"
"2536","ADHFE1","ENSG00000147576"
"2537","ILDR2","ENSG00000143195"
"2538","TUB","ENSG00000166402"
"2539","AQP3","ENSG00000165272"
"2540","SEPT8","ENSG00000164402"
"2541","C2orf88","ENSG00000187699"
"2542","ZNF618","ENSG00000157657"
"2543","NXF5","ENSG00000126952"
"2544","SERINC5","ENSG00000164300"
"2545","HRASLS2","ENSG00000133328"
"2546","APLP1","ENSG00000105290"
"2547","HFE","ENSG00000010704"
"2548","P2RX5","ENSG00000083454"
"2549","KLHL33","ENSG00000185271"
"2550","STAP2","ENSG00000178078"
"2551","APOL1","ENSG00000100342"
"2552","FZD5","ENSG00000163251"
"2553","WFIKKN1","ENSG00000127578"
"2554","SLC22A23","ENSG00000137266"
"2555","SIGLEC5","ENSG00000105501"
"2556","SPRY1","ENSG00000164056"
"2557","HIC1","ENSG00000177374"
"2558","SPIN4","ENSG00000186767"
"2559","TNS4","ENSG00000131746"
"2560","PRSS55","ENSG00000184647"
"2561","LDHAL6A","ENSG00000166800"
"2562","KRT86","ENSG00000170442"
"2563","PHF11","ENSG00000136147"
"2564","WNK2","ENSG00000165238"
"2565","CPT1A","ENSG00000110090"
"2566","VPS13A","ENSG00000197969"
"2567","STOM","ENSG00000148175"
"2568","H2AFX","ENSG00000188486"
"2569","COL19A1","ENSG00000082293"
"2570","SUSD4","ENSG00000143502"
"2571","MORN4","ENSG00000171160"
"2572","TLR7","ENSG00000196664"
"2573","ARHGEF16","ENSG00000130762"
"2574","IMPACT","ENSG00000154059"
"2575","CACNA1H","ENSG00000196557"
"2576","NIPSNAP3B","ENSG00000165028"
"2577","IL2RB","ENSG00000100385"
"2578","F10","ENSG00000126218"
"2579","ITPRIPL1","ENSG00000198885"
"2580","GAMT","ENSG00000130005"
"2581","GYPC","ENSG00000136732"
"2582","NPTXR","ENSG00000221890"
"2583","ARHGAP44","ENSG00000006740"
"2584","MTL5","ENSG00000132749"
"2585","BLVRA","ENSG00000106605"
"2586","MORC4","ENSG00000133131"
"2587","ZNF717","ENSG00000227124"
"2588","ADAMTS1","ENSG00000154734"
"2589","TEPP","ENSG00000159648"
"2590","AGRN","ENSG00000188157"
"2591","MED12L","ENSG00000144893"
"2592","RIMS2","ENSG00000176406"
"2593","SETD7","ENSG00000145391"
"2594","ARHGEF40","ENSG00000165801"
"2595","NOX1","ENSG00000007952"
"2596","KLHL6","ENSG00000172578"
"2597","EPCAM","ENSG00000119888"
"2598","CD72","ENSG00000137101"
"2599","RGPD4","ENSG00000196862"
"2600","MYF5","ENSG00000111049"
"2601","C1QTNF4","ENSG00000172247"
"2602","BHLHB9","ENSG00000198908"
"2603","FGF17","ENSG00000158815"
"2604","SERPINF2","ENSG00000167711"
"2605","SNTA1","ENSG00000101400"
"2606","PHGR1","ENSG00000233041"
"2607","TANC1","ENSG00000115183"
"2608","ZAR1","ENSG00000182223"
"2609","CYSLTR2","ENSG00000152207"
"2610","NAV2","ENSG00000166833"
"2611","MARC2","ENSG00000117791"
"2612","UTF1","ENSG00000171794"
"2613","ZNF99","ENSG00000213973"
"2614","LIN7A","ENSG00000111052"
"2615","GALNT14","ENSG00000158089"
"2616","THEMIS2","ENSG00000130775"
"2617","DNAJB5","ENSG00000137094"
"2618","SPR","ENSG00000116096"
"2619","ACOT4","ENSG00000177465"
"2620","ANKS4B","ENSG00000175311"
"2621","ZFYVE9","ENSG00000157077"
"2622","GDF7","ENSG00000143869"
"2623","NMNAT3","ENSG00000163864"
"2624","F5","ENSG00000198734"
"2625","C4orf19","ENSG00000154274"
"2626","TNFAIP8L2","ENSG00000163154"
"2627","TOB1","ENSG00000141232"
"2628","NEURL1B","ENSG00000214357"
"2629","TTC9","ENSG00000133985"
"2630","CLDN2","ENSG00000165376"
"2631","LILRA6","ENSG00000244482"
"2632","DLEU7","ENSG00000186047"
"2633","FAM217A","ENSG00000145975"
"2634","PCDHGC3","ENSG00000240184"
"2635","RNF217","ENSG00000146373"
"2636","DNAJC5B","ENSG00000147570"
"2637","FZD2","ENSG00000180340"
"2638","CALHM1","ENSG00000185933"
"2639","POU5F1B","ENSG00000212993"
"2640","ZNF732","ENSG00000186777"
"2641","CITED2","ENSG00000164442"
"2642","ERRFI1","ENSG00000116285"
"2643","KLRC4","ENSG00000183542"
"2644","PTGR1","ENSG00000106853"
"2645","PLA2G4A","ENSG00000116711"
"2646","LRGUK","ENSG00000155530"
"2647","COL2A1","ENSG00000139219"
"2648","AMY2A","ENSG00000243480"
"2649","CR1L","ENSG00000197721"
"2650","GEN1","ENSG00000178295"
"2651","LRRC36","ENSG00000159708"
"2652","IL21R","ENSG00000103522"
"2653","NAMPT","ENSG00000105835"
"2654","CYP2D6","ENSG00000100197"
"2655","MAP1B","ENSG00000131711"
"2656","SPATS2L","ENSG00000196141"
"2657","TNXB","ENSG00000168477"
"2658","TTLL9","ENSG00000131044"
"2659","PCSK5","ENSG00000099139"
"2660","SPATA6","ENSG00000132122"
"2661","BATF2","ENSG00000168062"
"2662","KATNAL1","ENSG00000102781"
"2663","SDC2","ENSG00000169439"
"2664","HIST1H2AG","ENSG00000196787"
"2665","FAM212A","ENSG00000185614"
"2666","LRRCC1","ENSG00000133739"
"2667","RNF182","ENSG00000180537"
"2668","IFNW1","ENSG00000177047"
"2669","N4BP3","ENSG00000145911"
"2670","MTFP1","ENSG00000242114"
"2671","FNDC7","ENSG00000143107"
"2672","FAM118A","ENSG00000100376"
"2673","NEURL1","ENSG00000107954"
"2674","LMTK3","ENSG00000142235"
"2675","TNNT1","ENSG00000105048"
"2676","SLC1A4","ENSG00000115902"
"2677","AMH","ENSG00000104899"
"2678","PPFIBP1","ENSG00000110841"
"2679","MAP1LC3B2","ENSG00000258102"
"2680","ATOH8","ENSG00000168874"
"2681","CA9","ENSG00000107159"
"2682","ARHGAP8","ENSG00000241484"
"2683","HSBP1L1","ENSG00000226742"
"2684","IGF1","ENSG00000017427"
"2685","SELL","ENSG00000188404"
"2686","LPAR6","ENSG00000139679"
"2687","SVIP","ENSG00000198168"
"2688","TBC1D9","ENSG00000109436"
"2689","EMR1","ENSG00000174837"
"2690","SGCG","ENSG00000102683"
"2691","CEACAM3","ENSG00000170956"
"2692","KCNMB1","ENSG00000145936"
"2693","B4GALT6","ENSG00000118276"
"2694","CATSPER1","ENSG00000175294"
"2695","LINC00238","ENSG00000196553"
"2696","TLR5","ENSG00000187554"
"2697","NIPAL2","ENSG00000104361"
"2698","PARD6G","ENSG00000178184"
"2699","DNAJB4","ENSG00000162616"
"2700","RBP7","ENSG00000162444"
"2701","FZD1","ENSG00000157240"
"2702","GSTM2","ENSG00000213366"
"2703","ATG9B","ENSG00000181652"
"2704","ZC2HC1A","ENSG00000104427"
"2705","WDR66","ENSG00000158023"
"2706","TNFRSF1B","ENSG00000028137"
"2707","ARL17B","ENSG00000228696"
"2708","TTC24","ENSG00000187862"
"2709","CHRNA3","ENSG00000080644"
"2710","FAM187B","ENSG00000177558"
"2711","DEFA6","ENSG00000164822"
"2712","MAOA","ENSG00000189221"
"2713","GOLGA8H","ENSG00000261794"
"2714","HAMP","ENSG00000105697"
"2715","FKBP6","ENSG00000077800"
"2716","RARRES3","ENSG00000133321"
"2717","RCN3","ENSG00000142552"
"2718","ACOT1","ENSG00000184227"
"2719","RHBDL1","ENSG00000103269"
"2720","CCNJL","ENSG00000135083"
"2721","ATF5","ENSG00000169136"
"2722","GRB10","ENSG00000106070"
"2723","C16orf54","ENSG00000185905"
"2724","PRSS57","ENSG00000185198"
"2725","MRAS","ENSG00000158186"
"2726","PDCD1","ENSG00000188389"
"2727","FAM171B","ENSG00000144369"
"2728","TMTC1","ENSG00000133687"
"2729","RGPD8","ENSG00000169629"
"2730","LGR4","ENSG00000205213"
"2731","C6orf25","ENSG00000204420"
"2732","QPRT","ENSG00000103485"
"2733","BTBD19","ENSG00000222009"
"2734","CASS4","ENSG00000087589"
"2735","SPAG4","ENSG00000061656"
"2736","CEACAM4","ENSG00000105352"
"2737","S100P","ENSG00000163993"
"2738","CHAC1","ENSG00000128965"
"2739","EIF2AK3","ENSG00000172071"
"2740","PRODH","ENSG00000100033"
"2741","OSBPL1A","ENSG00000141447"
"2742","C9orf173","ENSG00000197768"
"2743","GAB1","ENSG00000109458"
"2744","MUC20","ENSG00000176945"
"2745","RBFOX2","ENSG00000100320"
"2746","SLFN12L","ENSG00000205045"
"2747","SLC14A2","ENSG00000132874"
"2748","GBP5","ENSG00000154451"
"2749","DUSP2","ENSG00000158050"
"2750","FAM114A1","ENSG00000197712"
"2751","CAPN5","ENSG00000149260"
"2752","NT5M","ENSG00000205309"
"2753","RB1","ENSG00000139687"
"2754","SLC4A3","ENSG00000114923"
"2755","SNX9","ENSG00000130340"
"2756","STK3","ENSG00000104375"
"2757","GATA1","ENSG00000102145"
"2758","FSTL1","ENSG00000163430"
"2759","PRSS50","ENSG00000206549"
"2760","MYBPC2","ENSG00000086967"
"2761","PIM1","ENSG00000137193"
"2762","THBS4","ENSG00000113296"
"2763","FIGNL2","ENSG00000261308"
"2764","MT1X","ENSG00000187193"
"2765","SAMD11","ENSG00000187634"
"2766","GATM","ENSG00000171766"
"2767","SH3RF3","ENSG00000172985"
"2768","NCKAP1","ENSG00000061676"
"2769","GSTM5","ENSG00000134201"
"2770","RIC3","ENSG00000166405"
"2771","CFP","ENSG00000126759"
"2772","RIMKLA","ENSG00000177181"
"2773","OLIG1","ENSG00000184221"
"2774","C2orf50","ENSG00000150873"
"2775","PROSER2","ENSG00000148426"
"2776","MEIS1","ENSG00000143995"
"2777","CBX2","ENSG00000173894"
"2778","SGCD","ENSG00000170624"
"2779","TIE1","ENSG00000066056"
"2780","HEY1","ENSG00000164683"
"2781","FAM26F","ENSG00000188820"
"2782","CCDC24","ENSG00000159214"
"2783","OR2A7","ENSG00000243896"
"2784","RIMS1","ENSG00000079841"
"2785","FBN2","ENSG00000138829"
"2786","SYT5","ENSG00000129990"
"2787","LETM2","ENSG00000165046"
"2788","GRK1","ENSG00000185974"
"2789","BCL2L11","ENSG00000153094"
"2790","BNIPL","ENSG00000163141"
"2791","RPGRIP1","ENSG00000092200"
"2792","TPTE2","ENSG00000132958"
"2793","WNT2B","ENSG00000134245"
"2794","CACNA1G","ENSG00000006283"
"2795","ZNF404","ENSG00000176222"
"2796","MIER2","ENSG00000105556"
"2797","C1QB","ENSG00000173369"
"2798","NEK10","ENSG00000163491"
"2799","NMB","ENSG00000197696"
"2800","CNDP1","ENSG00000150656"
"2801","CRIM1","ENSG00000150938"
"2802","NDRG2","ENSG00000165795"
"2803","PNMA3","ENSG00000183837"
"2804","CDH1","ENSG00000039068"
"2805","FCRLA","ENSG00000132185"
"2806","ODF3","ENSG00000177947"
"2807","GJB7","ENSG00000164411"
"2808","KLHL11","ENSG00000178502"
"2809","LRRIQ3","ENSG00000162620"
"2810","SLC9A5","ENSG00000135740"
"2811","ABCA12","ENSG00000144452"
"2812","SRMS","ENSG00000125508"
"2813","NDFIP2","ENSG00000102471"
"2814","RGS6","ENSG00000182732"
"2815","ANG","ENSG00000214274"
"2816","SPDYE2B","ENSG00000173678"
"2817","TMPRSS15","ENSG00000154646"
"2818","XIRP1","ENSG00000168334"
"2819","SH2B3","ENSG00000111252"
"2820","PTPN13","ENSG00000163629"
"2821","CDC42EP1","ENSG00000128283"
"2822","SMCO3","ENSG00000179256"
"2823","ZFP92","ENSG00000189420"
"2824","FADS3","ENSG00000221968"
"2825","TKTL2","ENSG00000151005"
"2826","SAGE1","ENSG00000181433"
"2827","LDLRAD4","ENSG00000168675"
"2828","TOB2","ENSG00000183864"
"2829","OOEP","ENSG00000203907"
"2830","ALPL","ENSG00000162551"
"2831","CDS1","ENSG00000163624"
"2832","DAPK2","ENSG00000035664"
"2833","MROH6","ENSG00000204839"
"2834","STAC","ENSG00000144681"
"2835","BBS5","ENSG00000163093"
"2836","PBX4","ENSG00000105717"
"2837","CLEC18A","ENSG00000157322"
"2838","AOC1","ENSG00000002726"
"2839","SPDEF","ENSG00000124664"
"2840","PER3","ENSG00000049246"
"2841","PCDHGA4","ENSG00000262576"
"2842","MILR1","ENSG00000271605"
"2843","SH2B2","ENSG00000160999"
"2844","CCDC113","ENSG00000103021"
"2845","CAMK2N1","ENSG00000162545"
"2846","TDRD1","ENSG00000095627"
"2847","MSTN","ENSG00000138379"
"2848","ALDH1B1","ENSG00000137124"
"2849","REM1","ENSG00000088320"
"2850","SASH1","ENSG00000111961"
"2851","CD69","ENSG00000110848"
"2852","MICALCL","ENSG00000133808"
